rrdc_no,계열,참조번호,시행일자,결정세번_정규화,품명,물품설명,결정사유
0072023001400,협의회,품목분류3과-2213,2023-05-03,7014009020,HOYA GLASS MOLD LENS ; Ø4.0㎜,"ㅇ 물품개요 - 휴대전화용 카메라 Lens assy*에 사용되는 지름 약 4.0㎜의 비구면 렌즈 * 본건 물품 2개와 플라스틱 재질의 렌즈 3개로 구성됨 ** 굴절면이 곡면으로 만들어져 있는 렌즈로 초점이 한 곳으로 정확히 모이도록 일정한 굴절률을 갖춤 - 상세 규격 · 곡률 반경(휘어짐 정도) : R 3.6148 · 편심(중심이 한쪽으로 치우진 정도) : Permeate Eccentricity 3.36' 이하 ㅇ 제조공정 ① 유리 원료* 혼합→가열→예비 성형(Preform)→몰드에 넣고 압착(Pressing) * Silica(40∼50%), Barium oxide(20∼30%), Boron oxide(10∼20%) ② 가열 후 냉각(Anneal) → 세척(Cleaning) → 테두리 면취(Centering)* → 세척 및 코팅(Coating)** → 검사 * 압착 후 고르지 못한 가장자리를 정리하는 수준의 공정 ** 코팅 색상은 녹색이며, 투과율( > 98%)과 반사율( - (주요 공정) 세라믹 몰드에 예비 성형된 유리를 투입한 후 압착하여 렌즈 형상으로 제작되며, 별도의 연마(Polishing) 공정 없음","- 관세율표 제70류 주1 바목에서 ‘제90류의 광섬유·광학소자(광학적으로 가공한 것으로 한정한다)’는 제외하도록 규정하고 있으므로, 본건 물품이 제90류에 해당하는지 우선 검토함 - 관세율표 제9001호 에는 ‘…, 각종 재료로 만든 렌즈(콘택트렌즈를 포함한다)ㆍ프리즘ㆍ반사경과 그 밖의 광학소자로서 장착되지 않은 것(광학적으로 가공하지 않은 유리로 만든 광학소자는 제외한다)’이 분류되고, · 같은 호 해설서에서 “이 호의 유리로 만든 광학소자와 제70류의 것을 구별하기 위하여 광학적으로 가공되었는지의 여부를 결정하는 것이 필요하다. 즉, 유리의 광학적 가공은 보통 두 단계로 행하여지는데, ①소정의 모양으로 표면을 만드는 것[즉, 필요한 만곡(彎曲 : curvature)을 갖게 하는 것ㆍ정확한 각도 등이 되게 하는 것 등]과 ②이들 표면을 연마하는 것이다. · 이러한 가공은 처음에는 거친 연마재로, 다음은 좀 더 미세한 연마재로 그 표면을 연마해서 대강 만들어(roughing), 바로 맞추고(trueing), 다듬어서(smoothing) 연마하는(polishing) 연속적인 작업이 이루어진다. 최종적으로 정확한 직경이 요구되는 경우에는 그 가장자리가 연마되어지는데 이러한 것을 센터링(centring)과 에징(edging) 작업이라고 한다. · 이 호에는 소정의 광학적 특성을 갖게 하기 위하여 그 표면의 전부나 일부가 연마된 광학소자만을 분류한다. 그러므로 앞에서 설명한 바와 같이 연마한 물품과 성형 후 연마한 물품이 이 호에 속한다. 다만, 단순히 앞에서 설명한 하나나 그 이상의 공정을 거친 것이라 할지라도 연마되지 않은 물품은 이호에 해당되지 않으며, 이러한 물품은 제70류로 분류한다.”고 설명하고 있음 - 본건 물품은 예비 성형된 유리를 몰드에 넣고 압착하여 일정한 곡률과 편심을 갖는 특정 모양으로 표면을 만든 후 테두리 면취 및 코팅 공정을 거쳐 완성된 것으로, 광학적 특성을 갖게 하는 연마(Polishing) 공정 없이 제작된 것이므로 제9001호 로 분류할 수 없음 - 관세율표 제7014호 에는 “…, 유리로 만든 광학소자( 제7015호 의 것과 광학적으로 가공한 것은 제외한다)”가 분류되고, · 같은 호 해설서에서 “이 호에는 광학적으로 가공하지 않고도 약간의 광학적 효과를 가지도록 제조한 물품을 분류한다. … 유리의 디스크(disc)나 렌즈의 가장자리에 단순히 연마한 것 이상의 가공을 하지 않은 것은 광학적 가공으로 간주하지 않는다. 이 호의 물품은 일반적으로 유리의 시트(sheet)ㆍ스트립(strip)ㆍ럼프(lump)나 슬래브(slab)를 단순한 주형이나 압축이나 절단에 의하여 제조한다.”라고 설명하고 있음 - 따라서, 본건 물품은 광학적으로 가공하지 않은 유리로 만든 광학소자에 해당하므로 관세율표 해석에 관한 통칙 제1호에 따라 제7014.00-9020호에 분류함"
0072023001389,협의회,품목분류4과-12647,2023-05-02,7508909000,도전입자(Conductive Particle); PB-T3.0R,"ㅇ 물품 개요 - 니켈(63.3%)을 합성수지제 구상(36.7%) 표면에 도금하여 외부표면에 돌기가 형성된 흑회색계 미세구상(직경 약 3㎛) - 용도: LCD패널과 회로기판(PCB) 간의 전기적 연결통로 역할을 하는 ACF(Anisotropic Conductive Film)의 구성요소(도전볼) - 제조공정: 폴리머 미립자 → 정제 → 분급 및 건조 → 도금(무전해 도금) → 포장, 출하 - 합성수지제의 내부 재질은 polymer는 탄성을 가지며, ACF 필름내에서 전극 소상을 줄이는 완충작용을 하며, NI 도금층은 피착제간 전기가 흐르게 하는 기능을 함","ㅇ 관세율표의 해석에 관한 통칙 제3호 나목에서는 “ 혼합물, 서로 다른 재료로 구성되거나 서로 다른 구성요소로 이루어진 복합물과 소매용으로 하기 위하여 세트로 된 물품으로서 가목에 따라 분류할 수 없는 것은 가능한 한 이들 물품에 본질적인 특성을 부여하는 재료나 구성요소로 이루어진 물품으로 보아 분류한다.” 고 규정하고 있으며, - 합성수지제의 미세구에 금속(Ni)을 코팅한 입자로 ACF(Anisotropic Conductive Film)의 구성요소로 전기를 흐르게 하는 연결통로로 사용되는 물품으로 사용목적, 특성 등을 고려해 볼 때 전기전도성을 가지는 금속(Ni)에 주요한 특성이 있는 물품으로 판단됨 ㅇ 관세율표 제7508호 에는 “니켈로 만든 기타 제품”이 분류되고 - 동 호 HS해설서에는 ‘이 호에는 이 류의 앞 그룹이나 앞의 호까지에 열거한 물품, 제15부 주 제1호에 규정하는 물품, 제82류나 제83류의 물품이나 이 표의 다른 류에 보다 구체적으로 열거된 물품을 제외한, 모든 니켈제품을 분류한다.’라고 설명하고 있음 ㅇ 니켈의 가루가 분류되는 제7504호 해설서에서는 “이 호에는 모든 형태의 니켈의 가루(powder)와 플레이크(flake)(그 의도된 용도가 무엇인지에는 상관없다)를 분류한다.”라고 규정하고 있으나, 이는 용도에 대한 설명으로 전기 연결통로라는 특정 기능을 하는 니켈 파우더까지 이러한 범주에 포함되는 물품으로 볼 수 없으며, - 또한 본 물품은 순수한 니켈의 가루가 아니라 합성수지제의 구상에 니켈을 도금한 물품으로 특정 기능을 수행하기 위해 제품의 형상으로 만들어진 물품임 ㅇ 따라서, 본건 물품은 합성수지제 미세구에 니켈 도금한 물품으로 ACF의 구성요소로써 전기적 연결통로라는 특정 기능을 수행하는 니켈로 만든 기타 제품에 해당하므로 관세율표 해석에 관한 통칙 제1호, 제3호 나목 및 제6호에 따라 제7508.90-9000호에 분류함이 타당함"
0072023001085,협의회,품목분류2과-25749,2023-03-27,3004909900,INVISIBLE MASK,"ㅇ 물품개요 - Hydroxypropyl methylcellulose 95%에 레몬향 분말을 혼합·조제한 백색계 분말을 플라스틱 용기에 충전 후 종이상자에 소매포장한 것(내용량 : 800㎎) - 작용 : 비강 내부에 분사하면 내용물이 비강 내의 습기와 결합하여 겔(gel)형태로 변하여 내부를 피복함 - 기능 : 환경오염물질(먼지 등) 차단 - 용법 : 1일 3회(최소) 권장 * 제조사의 영문표기 포장은 ‘MEDICAL DEVICE’ 표기와 상세설명서에 미세먼지를 차단하는 물품이며, 미세먼지는 알레르기비염과 연관있다는 표현이 있으나, 수입예정물품인 한글표기 포장은 환경오염물빌(먼지 등)을 차단하는 기능으로 표기됨","ㅇ 관세율표 제3004호 에는 “의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호 ㆍ 제3005호 ㆍ 제3006호 의 물품은 제외한다]”를 분류하며, - 같은 호 해설서에 “(b) 치료나 예방용으로 사용하기 위하여 소매용으로 포장한 것. 이는 포장 상태와 특히, 적절한 표시(사용될 수 있는 질병ㆍ상태ㆍ용법ㆍ용량 등의 서술)로 보아 재포장하지 않고 사용자(개인ㆍ병원 등)에게 직접 판매될 수 있도록 의도된 것이 명백한 물품(예: 중탄산나트륨과 타마린드 가루)을 말한다.”라고 설명하고 있음 ㅇ 본건 물품은 제조사의 영문표기 소매포장에 ‘MEDICAL DEVICE’라고 표기되어 있는 점과 동봉된 상세설명서에 ‘알레르기 비염과 연관이 있는 미세먼지를 차단한다는 내용’이 표기된점, 향(페퍼민트)만 다른 동일 제조사 유사물품이 알레르기 예방용 의료기기로 수입판매되는 점 등으로 보아 알레르기를 예방하는 효과가 있는 물품으로 볼 수 있음 ㅇ 따라서, 본건 물품은 먼지 등의 환경오염물질이 원인이 되어 발생할 수 있는 질병(알레르기 등)을 예방하기 위해 소매용으로 포장한 의약품이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제3004.90-9900호에 분류함"
0072023000258,협의회,품목분류2과-24050,2023-01-27,2710194030,low sulpher waxy residue(LSWR),ㅇ 물품개요 - 원유를 상압증류탑에서 증류하여 일부 성분을 분리한 후 증류탑 하부에 남은 왁스 성분이 많은 비방향족 탄화수소 주성분의 흑갈색계 페이스트 - 기능 : 감압 증류 공정에 투입하여 윤활기유 생산 ※ 석유제품의 품질기준 중 C중유에 적합한 물품임,"ㅇ 관세율표 제2710호 에는 “석유와 역청유(瀝靑油)(원유는 제외한다), 따로 분류되지 않은 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것으로서 조제품의 기초 성분이 석유나 역청유(瀝靑油)인 것으로 한정한다], 웨이스트 오일(waste oil)”이 분류되며, 제2710.19-4030호에는 “벙커시유(Bunker C)”를 세분류하고 있음 - 같은 호 HS해설서 (A)에서 이 호에 포함되는 물품으로 ""'톱트 크루드(topped crudes)'(특정 경질 휘발분이 증류에 의하여 제거된 것) : 석유나 역청유(瀝靑油)의 원유를 증류하거나 정제함으로써 다소 범위가 넓은 증류에서 얻어진 경유ㆍ중간유ㆍ중유도 포함한다. 이 기름(oils)은 주로 비방향족(non-aromatic) 탄화수소(hydrocarbons)[예: 파라피닉(paraffinic)ㆍ싸이클라닉(cyclanic : naphthenic)]로 구성되어 있으며 대체적으로 반고체이거나 액체로 된 것도 있다. 이들은 다음의 것을 포함한다. …(중략)… (5) 중유(fuel oils)""라고 설명하고 있음 ㅇ 또한, 관세법 제85조에 따른 품목분류의 적용기준에 관한 규칙(기획재정부령 제884호, 2021.12.31., 일부개정) 38번 다목에서는 중유로서「석유 및 석유대체연료 사업법」제24조 제1항에서 정한 품질기준에 적합한 것은 품목분류 제2710.19호 또는 제2710.20호 의 “중유”에 분류하도록 규정하고 있음 ㅇ 따라서, 본 물품은 벙커시유(Bunker C) 품질기준에 적합한 물품이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제2710.19-4030호에 분류함"
0072022004454,협의회,품목분류2과-23195,2022-12-29,0712909000,TRICELIUM,"ㅇ 물품개요 영지버섯, 잎새버섯, 느타리버섯을 건조 분쇄한 황갈색 분말상 - 용도 : 식품 제조 원료 ※ 제시성분: 영지버섯 약 33.3%, 잎새버섯 약 33.3%, 느타리버섯 약 33.3%","- 관세율표 제0712호 에서는 “건조한 채소(원래 모양인 것, 절단한 것, 얇게 썬 것, 부순 것, 가루 모양인 것으로 한정하며, 더 이상 조제한 것은 제외한다)”를 분류하고 소호 제0712.90호 에서는 “그 밖의 채소와 채소류의 혼합물”을 세분류하고 있으며, - 같은 호 해설서에서 “이 호에는 제0701호 부터 제0711호 까지의 채소로서 건조한 것(탈수한 것ㆍ증발한 것ㆍ동결건조한 것을 포함한다), 즉, 채소가 함유하고 있는 천연의 수분을 여러 가지의 방법으로 제거한 것을 분류한다.”라고 설명하고 있음 - 또한, 관세율표의 해석에 관한 통칙 제3호 가목에서는 “가장 구체적으로 표현된 호가 일반적으로 표현된 호에 우선한다. ....(중략)..”라고 규정하고 있으며, - 관세율표의 해석에 관한 통칙 제6호에서는 “법적인 목적상 어느 호(號) 중 소호(小號)의 품목분류는 같은 수준의 소호(小號)들만을 서로 비교할 수 있다는 점을 조건으로 해당 소호(小號)의 용어와 관련 소호(小號)의 주(註)에 따라 결정하며, 위의 모든 통칙을 준용한다. ...(중략)..”라고 명시하고 있음 - 따라서, 본 물품은 건조한 영지버섯, 잎새버섯, 느타리버섯을 동일한 비율로 혼합한 것을 분말화한 것으로 혼합물을 규정하지 않고 있는 “버섯”이라는 용어보다는 “채소류의 혼합물”이라는 소호의 용어에 더 구체적으로 부합하므로 관세율표의 해석에 관한 통칙 제1호 및 제3호 가목, 제6호에 따라 제0712.90-9000호에 분류함"
0072022004378,협의회,품목분류2과-23178,2022-12-28,0902300000,I do solar plexus Chakra org. Bebetter teabag,"ㅇ 물품개요 - 홍차 60%, 오렌지껍질 15%, 계피 15%, 카르다몸 5%, 정향나무 꽃봉오리 5%를 파쇄·혼합하여 직물제 티백에 소포장한 것을 종이로 만든 원통형 용기에 포장한 것(내용량: 30g, 15티백×2g) - 용도 : 침출차","ㅇ 관세율표 제0902호 에는 “차류(맛과 향을 첨가했는지에 상관없다)”를 분류하며, 소호 제0902.30호 에 “홍차(발효차)와 부분 발효차(내용물의 무게가 3킬로그램 이하로 내용물에 직접 접하여 포장된 것으로 한정한다)”를 세분류하고 있음 - 같은 호 HS해설서에서 “이 호에는 식물학상 차속[genus TheaCamellia)]에 속하는 식물로부터 얻는 여러 가지의 차(茶)를 분류한다. … 홍차의 경우에 있어서는 미숙한 엽을 불에 쪼이거나 건조시키기 이전에 뭉개지고(rolled) 발효되어진다. … 증기로 찌거나(예: 발효 중에) 정유(예: 레몬이나 베르가못 오일)ㆍ인공향료(결정 모양이거나 가루형태일 수 있다)나 그 밖의 여러 방향성 식물이나 과실의 일부분(예: 쟈스민꽃ㆍ건조한 오렌지 껍질이나 정향나무)을 첨가해서 가향한 차 역시 이 호에 분류한다.” 라고 설명하고 있음 ㅇ 관세율표 제21류 주 제1호 다목에서 “맛이나 향을 첨가한 차( 제0902호 )를 이 류에서 제외한다.”라고 규정하고, 제2101호 HS해설서에서 “이 호에서 (b) 향과 맛을 가한 차( 제0902호 )의 것을 제외한다.”라고 설명하고 있는 것을 볼 때, 맛이나 향을 첨가한 차는 제0902호 에 분류하여야 함 - 본 물품은 홍차에 맛과 향을 더하는 물질로 볼 수 있는 방향성 식물과 과실의 일부분으로 구성되어 침출차로 사용되는 것으로, 맛과 향을 첨가한 차로서의 본질적인 특성을 유지하는 물품임 ㅇ 따라서, 본 물품은 맛과 향을 첨가한 홍차로 내용물의 무게가 3킬로그램 이하로 내용물에 직접 접하여 포장된 것이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제0902.30-0000호에 분류함"
0072022002412,협의회,품목분류2과-21659,2022-11-07,5601210000,WADDING OF COTTON; COTTON ROLL,"- 탈지하고 표백한 면(cotton)으로 만든 백색계 시트상의 워딩을 롤상으로 감은 것 (높이 약 90cm, 지름 약 60cm, 순중량 23.7kg/roll) - 용도 : 탈지면 제조용(수입 후 수요자의 요구에 맞춰 절단 및 포장)","ㅇ 관세율표 제5601호 에는 “방직용 섬유의 워딩(wadding)과 그 제품, 방직용 섬유의 길이가 5밀리미터 이하인 것(플록), 방직용 섬유의 더스트(dust)와 밀네프(mill nep)”를 분류하며, 소호 제5601.21호 에 “면으로 만든 워딩과 워딩의 그 밖의 제품”을 세분류하고 있음 - 같은 호 해설서에 “이 호에서 언급하고 있는 워딩은 카드하거나 에어레이드한 섬유층을 여러 층으로 겹쳐서 만들고 섬유의 결합력을 높이기 위하여 압축되어 있다. (중략) 이 워딩은 대개, 면섬유[탈지면(absorbent)이나 그 밖의 면의 워딩]이나 재생·반합성 섬유의 스테이플섬유를 사용한다. (중략) 워딩은 표백이나 염색·날염된 것에 상관없이 이 호에 분류한다”라고 설명하고 있음 ㅇ 또한 같은 호 해설서 제외사항에 “(a)의약품을 침투·도포시켰거나 내과용·외과용·치과용·수의과용의 소매용으로 일정한 형태로 하거나 포장한 워딩이나 워딩제품”을 제3005호 에 분류하도록 설명하고 있으나 - 본 물품은 카드한 면섬유를 여러층으로 겹쳐서 압축한 워딩을 롤상으로 대용량 포장(순중량 23.7kg) 하였으며, 과산화수소를 침투시킨 후 건조과정을 거치면서 열적으로 불안정한 과산화수소가 모두 물과 산소로 분해되어 분석결과 시료에 남아 있지 않은 상태의 것으로 과산화수소가 침투되었다고 할 수 없는 물품임 ㅇ 따라서 본 물품은 카드한 면섬유를 탈지· 표백하고 여러층으로 겹쳐서 압축한 워딩을 롤상으로 대용량 포장한 것으로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 의하여 제5601.21-0000호에 분류함."
0072022003621,협의회,품목분류2과-21370,2022-10-31,2106909099,BATTAMIX K,"ㅇ 물품개요 - 변성전분(인산이전분) 60%, 옥수수전분 27.58%, 대두가루 7.89%, 식염 3%, 증점다당류 0.55%, 계란분말 0.4%, 후추 0.3%, pH조정제 0.14%, 유화제 0.14%를 혼합, 조제한 백색계 분말상 - 용도: 돈까스 등 제조 시 튀김가루 용도","ㅇ 관세율표 제2106호 에 “따로 분류되지 않은 조제 식료품”을 분류하고 있으며, - 같은 호 HS해설서에 “이 표의 어떤 호에도 분류하지 않은 조제 식료품으로서, 다음과 같은 것이 이 호에 분류한다. ...(중략)... (B) 전부나 일부가 식료품(foodstuffs)으로 이루어진 조제품으로서, 음료나 조제 식료품의 제조에 사용하는 것. 이 호에는 화학품(유기산·칼슘염 등)과 식료품(가루·설탕·분유 등)과의 혼합물로 이루어진 조제품으로서, 조제 식료품에 혼입되어 그 구성 성분을 이루거나 그 특성(외관·품질보존 등)을 개량하기 위하여 사용하는 것을 포함한다.(제38류 총설 참조).”라고 설명하고 있음 ㅇ 또한, 「관세법 제85조에 따른 품목분류의 적용기준에 관한 규칙」 (기획재정부령 제884호, 2021.12.31., 일부개정) [별표] 제35호 식품공업의 중간원재료로 사용되는 변성전분[덱스트린, 프리젤라티나이지드(pregelatinised) 전분과 가용성전분(아밀로겐)은 제외한다] 조제품의 기준을 규정하고 있고, 그 기준을 모두 충족하는 경우 제2106호 로 분류하도록 규정하고 있음 ㅇ 본 물품의 구성성분 중 식염은 관세율표 제2501호 에 해당되며, 같은 호 HS해설서에 “이 호에는 보통 소금으로 알려져 있는 염화나트륨이 관련 된다. 소금은 음식을 조리하는데(요리용 염·식탁염) 사용하거나 ...(중략)...”라고 설명하고 있으며 일반적으로 식품제조에 사용되는 식품첨가물로서 ‘식품공업의 중간 원재료로 사용되는 변성전분 조제품’의 기준 3)의 나) 설탕·분유 등 식품첨가물로 쓰이는 식료품에 식염(3%)을 포함하는 것이 타당하며, 이 경우 첨가물의 합이 12.14%로 전 중량의 10%를 초과 함유한 물품이므로 동 규칙의 요건을 모두 충족하는 물품임 ㅇ 참고로 과거, 「관세법 제85조에 따른 품목분류 기준에 관한 고시」 (관세청 고시 제2013-12호, 2013.5.6., 전부개정) 제21조 식품공업의 중간 원재료로 사용되는 그 밖의 변성전분 조제품에서 “4. 주성분과 첨가물질 중 조제품의 특성을 부여하는 식료품(제1부부터 제4부까지 해당되는 식용용품: 가루(flour)·설탕·분유 등)이 전 중량의 100분의 10을 초과하여 함유되어야 한다.”는 규정에 따라 제5부에 해당되는 식염을 첨가물에서 제외하였으나, 동 규정이 개정되면서 해당 내용이 삭제되었고, 개정된 기준에서는 식염을 조제품으로서 특성을 부여하는 첨가물에 포함할 수 있는 것으로 판단하고 있음 ㅇ 따라서 본 물품은 따로 분류되지 않은 변성전분 조제 식료품이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제2106.90-9099호에 분류함"
0072022000665,협의회,품목분류2과-14419,2022-03-21,3824999090,Chemical preparation; Potassium Monopersulfate Compound,"ㅇ 물품 개요 - 과산화수소와 황산이 반응하여 생성된 과산화황산(H2SO5, Caro’s acid)에 수산화칼륨을 반응시켜 제조한 백색계 입자상으로 구성물질은 KHSO5, KHSO4, K2SO4이며 고결방지제로 MgSO4를 소량 첨가한 것 - 조성비율 : KHSO5 42%, KHSO4 22%, K2SO4 33%, MgSO4 3% - 제시용도 : 산화제(Oxidizer), PCB Micro Etching, 소독제","ㅇ 관세율표 제3824호 에는 “따로 분류되지 않은 화학품과 화학공업이나 연관공업에 따른 조제품(천연물만의 혼합물을 포함한다)”을 분류하며, - 같은 호 HS해설서에 “이 호에서 분류하는 화학품은 제조할 때 생기는 부산물로서 얻어지거나 직접적으로 제조된 물품이든 그 성분이 화학적으로 단일하지 않은 물품이다. 화학조제품이나 그 밖의 조제품은 혼합물[특수한 모양의 에멀젼(emulsions)과 분산액(dispersions)으로 된 것]이나 용액(특수한 경우)이다.”라고 설명하고 있음 ㅇ 참고로, HS해설서 제28류 총설에 “불순물(impurities)이라는 용어는 단일 화합물의 제조공정(정제 포함)에서 단독적이고 직접적인 결과로 나타난 물질에 대해서만 적용한다. 이러한 물질은 공정에 관련된 요인에 의한 결과이며, 주요한 것으로는 (d)부산물(by-products) 등과 같은 것이 있다. 그러한 물질을 일반적인 용도보다는 특별히 특정한 용도에 더 적합하도록 해당 물품에 의도적으로 남겨놓는 경우, 이들은 불순물로 간주하지 않는다.”라고 설명하고 있음 ㅇ 본건 물품은 활성 성분인 KHSO5 42%에, KHSO4 22%와 K2SO4 33%로 조성되어 있고 - KHSO5의 일정 수율을 맞추기 위하여 반응 생성물에 이전 반응의 여액을 다시 첨가하는 등의 공정을 수행하고 있으며, 이에 따라 KHSO4와 K2SO4가 의도적으로 특정 비율로 남게 되는 것으로 일반적인 용도로 남겨 놓은 경우가 아니므로 제28류에 분류되는 부산물에 해당하지 않으며 이에 제2833호 에 분류될 수 없음 - 또한, 본 물품은 Potassium monopersulfate triple salt(삼중염)로 명명되고 있으나, 각 화학물질의 중량비율이 규격화 되어 있지 않고 일정 몰비율로 결합 된 화합물(compound)로 볼 수 없으므로 단일물질이 분류되는 제2842호 에 분류될 수 없으며 세종류의 화학물질(KHSO5, KHSO4, K2SO4)의 혼합물로 판단됨 ㅇ 따라서 본건 물품은 KHSO5(42%), KHSO4(22%), K2SO4(33%)와 고결방지제로서 MgSO4(3%)로 조성된 혼합물로서 “따로 분류되지 않은 화학조제품”이므로 관세율표의 해석에 관한 통칙 제1호 및 제6호에 따라 제3824.99-9090호에 분류함"
0072021004223,협의회,품목분류2과-12343,2022-01-12,2008500000,Apricot Preparation,"ㅇ 물품개요 - 살구 60%에 설탕 30.26%, 구연산 2.02%, 카라기난 0.4%, 보존제, 물 7.24% 등을 첨가하여 열처리*한 주황색의 페이스트상을 유리병에 소매포장한 것(내용량 : 250g) * 열처리 : 상압 상태에서 혼합된 원재료를 95°c까지 가열(총시간 20분, 95°c에서 1분 미만 유지) - 용도 : 잼(빵 등에 발라 먹음) - 화주 제시 점도 변화 : 1.5+/-0.5 → 4.5+/-2 (Unit:cp)","ㅇ 관세율표 제2008호 는 “이 호에는 이 류의 이 호 앞의 호에서나 다른 류에서 특별히 규정하고 있는 가공방법 이외의 그 밖의 방법 으로 조제하거나 보존처리한 과실”이 분류되므로 - 살구에 설탕 등을 첨가 후 열처리하여 얻은 본품이 관세율표 제2007호 의 ‘잼’에 해당하는지를 먼저 검토해야 함 ㅇ 관세율표 제2007호 에는 “잼·과실젤리·마멀레이드(marmalade)· 과실이나 견과류의 퓨레(puree)·과실이나 견과류의 페이스트(paste)(조리해서 얻은 것으로 한정하며, 설탕이나 그 밖의 감미료를 첨가 했는지에 상관없다)”가 분류되고 ㅇ ‘조리해서 얻은 것’에 대하여 관세율표 제20류 주 5호에 「 제2007호 에서 ‘조리해서 얻은’이란 탈수나 다른 수단을 통하여 제품의 점성(粘性)을 증가시키기 위하여 상압(常壓)이나 감압(減壓) 상태에서, 열처리하여 얻은 것을 말한다.」라고 정의하고 있음 - 살구에 설탕 등을 첨가 후 열처리한 본 품은 열처리를 통해 점도가 증가*되었다고 볼 수 없어 제2007호 용어 및 제20류 류주 제5호에 부합하지 않아 제2007호 에 분류할 수 없음 * 화주 제시 점도 변화 : 1.5+/-0.5 → 4.5+/-2 (Unit : cp) - 또한 본 품에 가해진 열처리 시간은 총 20분(95°c 에서 1분미만 유지)으로 살균 공정 으로 보는 것이 타당함 - 이와 관련하여 제68차 WCO위원회에서는 97.2°C가 될떄까지 가열 후 5분간 유지(총20분) 하는 공정을 살균으로 정의 하였음 ㅇ 관세율표 제2008호 에는 “그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다)”이 분류되며, - 같은호 해설서에 “복숭아(승도복숭아를 포함한다)ㆍ살구ㆍ오렌지(과실 껍질과 씨가 제거한 것인지에 상관없다)와 같은 원형의 과실을 잘게 부순 것과 살균한 것으로 물과 설탕시럽을 첨가했는지에 상관없으나, 직접 음료로서 제공하기에는 불충분한 비율로 되어 있는 것”이라고 설명하고 있음 ㅇ 따라서, 본 물품은 살구에 설탕 등을 첨가하여 살균한 그 밖의 방법으로 조제한 살구 조제품으로 보아 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제2008.50-0000호에 분류함"
